iter	MultiClass
161	0.09525457617
162	0.09477244503
163	0.09402747832
164	0.0935431999
165	0.09299129216
166	0.0922865917
167	0.09128773898
168	0.09080948059
169	0.09015586869
170	0.08952047528
171	0.08857693614
172	0.08799423994
173	0.08749402641
174	0.08660750648
175	0.08595418036
176	0.08523304035
177	0.08466037915
178	0.08408511041
179	0.0834784414
180	0.08272588332
181	0.08199067393
182	0.08150815465
183	0.08107174181
184	0.08042477783
185	0.07992600047
186	0.07941797336
187	0.07893856439
188	0.07820525603
189	0.07773167805
190	0.07722593419
191	0.07680323438
192	0.07626028555
193	0.07563995099
194	0.07512025986
195	0.07482982923
196	0.07419230062
197	0.07375549413
198	0.07332459696
199	0.07270294318
200	0.07211507607
201	0.07170413218
202	0.07112147918
203	0.07065394575
204	0.07022404087
205	0.06978789923
206	0.06934474401
207	0.06895423725
208	0.0684278919
209	0.0680670364
210	0.06775692627
211	0.06740471886
212	0.06705580573
213	0.06654849189
214	0.06619025895
215	0.06579567124
216	0.0653763728
217	0.06492151365
218	0.0645635267
219	0.06418458126
220	0.0637195094
221	0.0633194862
222	0.06296282312
223	0.06251687644
224	0.06211589471
225	0.06166271469
226	0.06125610767
227	0.06091158132
228	0.06053667385
229	0.06023057107
230	0.05992227649
231	0.05954814536
232	0.05917564849
233	0.05888357541
234	0.05860104004
235	0.05836188245
236	0.05795069099
237	0.05757304124
238	0.05725195652
239	0.05687093082
240	0.05659883121
241	0.0563475293
242	0.05611677437
243	0.05581222711
244	0.05561467655
245	0.05534952314
246	0.0550455831
247	0.05486921075
248	0.05455024491
249	0.05417687605
250	0.05384900899
251	0.05349291538
252	0.05320457858
253	0.05293360717
254	0.05265561474
255	0.05244576675
256	0.05209849395
257	0.05187190449
258	0.05162911909
259	0.05139997165
260	0.05116954644
261	0.05098401596
262	0.05071853341
263	0.05049515303
264	0.05023667311
265	0.05001515065
266	0.04979738335
267	0.049612318
268	0.04935518601
269	0.04911149773
270	0.04884589033
271	0.04860199994
272	0.0484054355
273	0.04815781512
274	0.04796427107
275	0.04778228211
276	0.04748189331
277	0.04725182089
278	0.04701333069
279	0.04676855478
280	0.04655124345
281	0.0463304771
282	0.04615457684
283	0.04595159905
284	0.04581673292
285	0.04563253747
286	0.04541468689
287	0.04522679487
288	0.04502273418
289	0.0448537338
290	0.04469389546
291	0.04451477379
292	0.04428755136
293	0.04403721667
294	0.04385968164
295	0.04366763401
296	0.04352108373
297	0.04337601886
298	0.04320110593
299	0.0430301821
300	0.04280511368
301	0.04260907391
302	0.04242764084
303	0.04226182978
304	0.04203520229
305	0.04186324712
306	0.04165477267
307	0.04147509487
308	0.04126378253
309	0.04106485981
310	0.04086785227
311	0.04066521382
312	0.0405084927
313	0.04035771436
314	0.0402076722
315	0.04004420522
316	0.03984937836
317	0.03969581112
318	0.03949738954
319	0.03931148431
320	0.03914516672
321	0.03902349197
322	0.03890678736
323	0.03877741199
324	0.03864723803
325	0.03845936551
326	0.03834413722
327	0.0382102938
328	0.03805987324
329	0.03787483414
330	0.03773942838
331	0.0376057158
332	0.03748041677
333	0.03732544089
334	0.03713620212
335	0.03694773376
336	0.03679498098
337	0.03664292681
338	0.0365143116
339	0.03634415846
340	0.03620843138
341	0.03609319949
342	0.03596912917
343	0.03582138686
344	0.03571050033
345	0.03557893254
346	0.03545723367
347	0.03535740827
348	0.03523727737
349	0.035121834
350	0.03499678509
351	0.03485125605
352	0.03471814076
353	0.03460963316
354	0.03443493198
355	0.0343243664
356	0.03419926898
357	0.03408266763
358	0.03396334466
359	0.03383035028
360	0.03372272206
361	0.03361961246
362	0.03351193395
363	0.03340800803
364	0.03331073227
365	0.03321276225
366	0.03309689417
367	0.03296665891
368	0.03284282182
369	0.0327147071
370	0.03261285661
371	0.03249434508
372	0.03239788558
373	0.03227824976
374	0.03214713805
375	0.03207767553
376	0.03198803037
377	0.0319062814
378	0.03179790753
379	0.03171251374
380	0.03161453519
381	0.03152691359
382	0.0314281214
383	0.0313412013
384	0.03123214964
385	0.03112454265
386	0.03101210972
387	0.03091351407
388	0.03081308683
389	0.03069351708
390	0.03059039173
391	0.03050629869
392	0.03038022429
393	0.03026976342
394	0.0301865992
395	0.0300708927
396	0.03000783884
397	0.0298978668
398	0.0298199982
399	0.02974875235
400	0.02965452893
401	0.02956703075
402	0.02948715587
403	0.02940263794
404	0.02931586406
405	0.02924511884
406	0.02914202316
407	0.02903733548
408	0.02894202385
409	0.02886392463
410	0.02878009272
411	0.02870461148
412	0.02862863598
413	0.0285381115
414	0.02844680766
415	0.0283544273
416	0.02829600026
417	0.0281698246
418	0.02809094019
419	0.02801348414
420	0.02793348212
421	0.02784561384
422	0.02773983478
423	0.02764708152
424	0.02756583127
425	0.02747614965
426	0.02738741734
427	0.0273008495
428	0.02724133509
429	0.02714898956
430	0.02707655533
431	0.02699405762
432	0.02690777036
433	0.02684243736
434	0.02676455287
435	0.02670081109
436	0.02662765918
437	0.02654894051
438	0.02648055689
439	0.02639630833
440	0.0263299872
441	0.02625987972
442	0.02618850158
443	0.02611659586
444	0.02605277091
445	0.02599348595
446	0.02592552271
447	0.02585041868
448	0.0257922329
449	0.02573260136
450	0.02566899143
451	0.02561169179
452	0.02552677724
453	0.02544916709
454	0.02538717387
455	0.02531440946
456	0.02523592164
457	0.02517125552
458	0.02509661899
459	0.02502582038
460	0.02495932117
461	0.02488773181
462	0.0248319044
463	0.02477720067
464	0.02471917552
465	0.0246508024
466	0.02457631993
467	0.02452441418
468	0.02445166875
469	0.02437394115
470	0.02429098219
471	0.02424610662
472	0.02417633213
473	0.0241104435
474	0.02405793628
475	0.02399568018
476	0.02393439101
477	0.02387621984
478	0.0238215285
479	0.02374881705
480	0.02368969325
481	0.02361655631
482	0.02356344065
483	0.0235083604
484	0.02345163793
485	0.0233990427
486	0.02334684403
487	0.02328331929
488	0.02321475257
489	0.02316169014
490	0.02310580959
491	0.02304569265
492	0.02296598806
493	0.02290840686
494	0.02285820025
495	0.02280596493
496	0.02274655456
497	0.02267889448
498	0.02263389696
499	0.02259015313
500	0.02253264538
501	0.02245530353
502	0.02240325315
503	0.0223553214
504	0.02231098793
505	0.02225504514
506	0.02220766135
507	0.0221560203
508	0.02209011649
509	0.02203257696
510	0.02199634489
511	0.02193538916
512	0.02187720766
513	0.02181931646
514	0.02177064556
515	0.02171355323
516	0.02165119264
517	0.02159905675
518	0.02155451305
519	0.02152260807
520	0.02147033614
521	0.02143031052
522	0.02137974579
523	0.02132936871
524	0.02127358268
525	0.02122438081
526	0.0211784658
527	0.02113492215
528	0.02108129
529	0.02103033686
530	0.02098664773
531	0.02094364678
532	0.02090568787
533	0.02084768488
534	0.02079221547
535	0.02074400353
536	0.02070764496
537	0.02065216869
538	0.02060460596
539	0.02057589832
540	0.02053090311
541	0.02048352898
542	0.02043895837
543	0.02039686135
544	0.02034876315
545	0.02030385547
546	0.02025936579
547	0.02021468481
548	0.02016921582
549	0.02012394219
550	0.02008712772
551	0.0200399343
552	0.01999401685
553	0.01996180653
554	0.01992440435
555	0.01987828483
556	0.01983530162
557	0.019800492
558	0.01976664275
559	0.01972785737
560	0.01969188139
561	0.01964231171
562	0.01960542185
563	0.01955857661
564	0.01950966351
565	0.01945697921
566	0.01942691486
567	0.01939284134
568	0.01935605258
569	0.01932031397
570	0.01928008013
571	0.01924034303
572	0.01920032101
573	0.01916051725
574	0.01912026568
575	0.01908910969
576	0.01905333702
577	0.01900463298
578	0.01897437298
579	0.01893241252
580	0.01888763535
581	0.01885080875
582	0.01881067171
583	0.01877875674
584	0.01873933982
585	0.01869932227
586	0.01865323253
587	0.01860569744
588	0.01857408227
589	0.01853669079
590	0.01849312591
591	0.01845979032
592	0.01842877425
593	0.01839264181
594	0.01835387531
595	0.0183060848
596	0.01826712293
597	0.0182308991
598	0.01819919651
599	0.01816049136
600	0.01812836984
601	0.01809642423
602	0.01806955488
603	0.01803985685
604	0.01799282888
605	0.01796240867
606	0.01793121953
607	0.01788717233
608	0.01785287324
609	0.01781973136
610	0.01779014243
611	0.01775706084
612	0.0177145907
613	0.0176819445
614	0.01765461936
615	0.01761926153
616	0.01758683271
617	0.01755487704
618	0.01752431392
619	0.01748291508
620	0.01745868892
621	0.01742507037
622	0.01739523443
623	0.01735594815
624	0.01732984081
625	0.01730483143
626	0.01727904822
627	0.01724554282
628	0.01721488518
629	0.01718698747
630	0.01715756624
631	0.01712003084
632	0.01709357956
633	0.01704859239
634	0.01701781663
635	0.01698906275
636	0.01695705158
637	0.01691763868
638	0.01688234528
639	0.01684672631
640	0.0168156698
641	0.01678564117
642	0.01675970785
643	0.01673259004
644	0.01669964941
645	0.01667305565
646	0.01664793026
647	0.01661136825
648	0.01658433829
649	0.01655281689
650	0.0165276184
651	0.01650100134
652	0.01646468085
653	0.01644251462
654	0.01640608249
655	0.01637204271
656	0.01634533136
657	0.01631758312
658	0.01629330263
659	0.01626131203
660	0.01621620032
661	0.01618177705
662	0.01615809764
663	0.01613964194
664	0.01611548576
665	0.0160909221
666	0.01606121011
667	0.01603535324
668	0.0160038462
669	0.01598081207
670	0.01595101512
671	0.01592568625
672	0.01590044929
673	0.01586024106
674	0.01583264547
675	0.01580079932
676	0.0157743266
677	0.01574909948
678	0.01572246427
679	0.01569211972
680	0.01566978235
681	0.01564601997
682	0.01562391675
683	0.01558983301
684	0.0155635933
685	0.0155179539
686	0.01549918139
687	0.01547253941
688	0.01544433042
689	0.01542534453
690	0.01540478908
691	0.01537890392
692	0.01534351872
693	0.01531620275
694	0.01529201204
695	0.01527036775
696	0.01524689576
697	0.01521796411
698	0.01519344865
699	0.01516552359
700	0.0151369836
701	0.01511605851
702	0.01508752758
703	0.0150646748
704	0.01503860302
705	0.01501747488
706	0.01499214018
707	0.01496937764
708	0.0149479578
709	0.0149247602
710	0.01490559436
711	0.0148840191
712	0.0148634606
713	0.01484090668
714	0.01481970563
715	0.01478286607
716	0.01475755851
717	0.0147394248
718	0.01471565187
719	0.0146878745
720	0.01466516684
721	0.01463972529
722	0.01462076452
723	0.01459593025
724	0.0145763552
725	0.01455974449
726	0.01453237115
727	0.01450889211
728	0.01448534579
729	0.01446229045
730	0.01443576096
731	0.01440888052
732	0.01438981972
733	0.01436841178
734	0.01435179158
735	0.01433383162
736	0.01431485201
737	0.01428843354
738	0.01426682191
739	0.01424835325
740	0.01422851991
741	0.01420494673
742	0.01418961703
743	0.01416048082
744	0.01413463337
745	0.01410679635
746	0.01408463823
747	0.01406560748
748	0.01404459327
749	0.01402214165
750	0.01399583263
751	0.01397426002
752	0.01394846077
753	0.01392951184
754	0.01390767192
755	0.01388710724
756	0.01386078655
757	0.01384294707
758	0.0138226949
759	0.01380597264
760	0.01378795667
761	0.01376883938
762	0.01374866228
763	0.01372912748
764	0.01371156387
765	0.01368977349
766	0.01366935198
767	0.01364935351
768	0.01362343562
769	0.01360533327
770	0.01359094354
771	0.01357049766
772	0.01355364784
773	0.01353173331
774	0.01350985436
775	0.01349095701
776	0.01346748103
777	0.01345100665
778	0.01343338605
779	0.01341785675
780	0.01339519747
781	0.01337875796
782	0.01336212785
783	0.01333832577
784	0.01332235984
785	0.01330480358
786	0.01328721519
787	0.01326367984
788	0.01324732003
789	0.01322996196
790	0.01321298183
791	0.01319027063
792	0.01317664429
793	0.01316057851
794	0.01314262437
795	0.01312700103
796	0.0131128793
797	0.01309351986
798	0.01307492321
799	0.01305611479
800	0.01303737559
801	0.01301777542
802	0.01300245331
803	0.01298830056
804	0.01297146317
805	0.012951347
806	0.01291598208
807	0.01290034494
808	0.01288306049
809	0.01286604269
810	0.012845145
811	0.01282231793
812	0.01280350924
813	0.01277675225
814	0.01276319501
815	0.01274565326
816	0.01273018848
817	0.01271628156
818	0.01269885852
819	0.01268437694
820	0.01266996532
821	0.01265326848
822	0.01263893338
823	0.01261961069
824	0.01260174913
825	0.0125809504
826	0.01256324116
827	0.01254112098
828	0.01253011845
829	0.0125129126
830	0.01249735026
831	0.0124808275
832	0.01245546584
833	0.01244073719
834	0.01242053961
835	0.01240231128
836	0.01238973074
837	0.01237271524
838	0.01235240893
839	0.01233662081
840	0.0123214127
841	0.01230597132
842	0.01228701094
843	0.01227264431
844	0.01226144389
845	0.01225027623
846	0.01223598282
847	0.01221536203
848	0.01220069299
849	0.01218952779
850	0.01216999234
851	0.01214959973
852	0.01213514527
853	0.0121211321
854	0.01210321927
855	0.01208436475
856	0.01207112646
857	0.01205660868
858	0.01204251927
859	0.01202424664
860	0.01200505071
861	0.01198545052
862	0.01196990672
863	0.01195407444
864	0.01194050047
865	0.01192394766
866	0.01190868399
867	0.01189054582
868	0.01187857808
869	0.01186443321
870	0.01184591413
871	0.01183074252
872	0.01181194318
873	0.0117976684
874	0.01178467852
875	0.01176451171
876	0.01174845412
877	0.01173327822
878	0.01172095251
879	0.01170466764
880	0.01168911987
881	0.01167359595
882	0.01166045551
883	0.01164829965
884	0.01163065173
885	0.01161837808
886	0.01160144113
887	0.01158175758
888	0.01157013266
889	0.01155173139
890	0.01153987077
891	0.01152353
892	0.01150809461
893	0.01148957456
894	0.0114766738
895	0.01146198322
896	0.01144821115
897	0.01143511561
898	0.01141874503
899	0.01140101937
900	0.01138850845
901	0.01137511052
902	0.01135892157
903	0.0113449834
904	0.01131920103
905	0.01130695326
906	0.01129164024
907	0.01128031758
908	0.01126479642
909	0.01125326714
910	0.01124009054
911	0.01121987268
912	0.01120470432
913	0.01119167596
914	0.01117578869
915	0.01116403491
916	0.01115209708
917	0.01113507594
918	0.01112307479
919	0.01111053101
920	0.01109857099
921	0.01108630507
922	0.01107131574
923	0.01105972194
924	0.01104697057
925	0.01103073482
926	0.01101938263
927	0.01100450411
928	0.01098596982
929	0.01097145305
930	0.01095631573
931	0.01094046505
932	0.01092971282
933	0.01091375009
934	0.01090077863
935	0.01088644983
936	0.01087072151
937	0.01085866727
938	0.01084770361
939	0.0108342423
940	0.01082402666
941	0.01081123558
942	0.01079718754
943	0.01078541717
944	0.01077190906
945	0.01076275372
946	0.01074696861
947	0.01073792292
948	0.01072800131
949	0.0107151562
950	0.01070221106
951	0.01069091402
952	0.01067974428
953	0.01066465878
954	0.01065119944
955	0.01063841732
956	0.0106225795
957	0.01060697126
958	0.01059769025
959	0.01058600144
960	0.01056569352
961	0.01055426385
962	0.01054319618
963	0.01053263303
964	0.01052114315
965	0.01050898864
966	0.01049925625
967	0.01048508767
968	0.01046851665
969	0.01045530013
970	0.0104446852
971	0.01043199135
972	0.01042046341
973	0.01040339968
974	0.01038906449
975	0.01037786067
976	0.01036760611
977	0.01035248989
978	0.01033816295
979	0.01032899693
980	0.01032020355
981	0.01030799008
982	0.01029922361
983	0.01028596439
984	0.01027310328
985	0.01026211997
986	0.01025309668
987	0.01024263221
988	0.01023212946
989	0.01022063147
990	0.01020719544
991	0.01019423921
992	0.01018270674
993	0.01017140576
994	0.01015976306
995	0.01015003907
996	0.01013851699
997	0.0101286532
998	0.01011944506
999	0.01010990517
